Title,Rating,Rating Number,Review,Price,Store,Categories,Processor,Hard Drive,Graphics Coprocessor,Operating System,Item Weight,Product Dimensions,Color,Number of Processors,Memory Storage Capacity,Screen Size,RAM Memory Installed Size,CPU Model
Intel Core i3 i3-2120 3.30 GHz Processor - Socket H2 LGA-1155,5,2,,None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i3,,,,,3.94 x 6.3 x 4.33 inches,,2,,,,Core i3
Intel CPU Core i5-6500 3.20GHz Quad-Core Socket LGA1151 Processor SR2L6,3.8,24,Intel Core I5 I5-6500 Quad-core (4 Core) 3.20 Ghz Processor - Socket H4 Lga-1151oem Pack - 1 Mb - 6 Mb Cache - 8 Gt/s Dmi - 64-bit Processing - 3.60 Ghz Overclocking Speed - 14 Nm - Intel Hd Graphics 530 Graphics - 65 W,82.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.704 ounces,3.94 x 3.94 x 2.36 inches,,,,,,Core i5
"Intel NUC Desktop/HTPC 5th Generation Dual-Core i3 2.10GHz, 8GB DDR3, 240GB SSD, WiFi, Bluetooth, 4K Support, Dual Monitor Capable, Windows 10 Professional 64Bit",4.3,4,"Intel NUC Desktop/HTPC With All New Parts, Intel Dual-Core i3 2.10GHz, Crucial 8GB DDR3L PC3-12800, 240GB SSD SATA III (Plus you could add a 2nd hard drive), HD Graphics 5500, Wifi, Bluetooth 4.0, Gigabit Ethernet, 4K Support, Dual Monitor Capable, 2x USB 3.0 (1 x charging capable), 2x Internal USB 2.0 via header, 2x USB 3.0, 1x Mini-HDMI, 1x Mini-DisplayPort, Windows 10 Professional 64Bit",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.1 GHz core_i3,240 GB SSD,Intel HD Graphics 5500,Windows 10 Pro,2.5 pounds,4.5 x 1.9 x 4.4 inches,"Silver, Black, Black/Silver",2,240 GB,,8 GB,Core i3
Intel Chip 3.5 4 BX80646I54670,4.4,105,"LGA 1150 Socket type, LGA 1150 Socket typeFrequency: 3400 MHz, 6M L3 Cache; enhances the performance level of the system, Processor Graphics - Intel HD Graphics 4600, Number of Cores & Threads - 4",49.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.5 GHz core_i5,,,,10.6 ounces,1.48 x 4 x 1.48 inches,,4,,,,Core i5
Intel Core i5-7600K LGA 1151 Desktop Processors (BX80677I57600K) (Renewed),4.7,3,"Sockets Supported : FCLGA1151, Intel 200/1001 Series Chipset Compatibility (1. Excludes Intel Optane Technology support), Intel HD Graphics 630. Graphics Max Dynamic Frequency: 1.15 Gega hertz, Intel Turbo Boost 2.0 Technology, Does not support Hyper-Threading Technology, DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,2.4 ounces,9.52 x 5 x 4.88 inches,,,,,,Core i5
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",4.7,3133,"Intel Rapid Storage Technology, Processor with Unlocked Clock Multiplier, Quick Sync Video enabling faster video conversion, Socket Type FCLGA1150",200,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.41 x 3.11 x 4.61 inches,,,,,,Core i7
Intel Core i7-10700K Desktop Processor 8 Cores up to 5.1 GHz Unlocked  LGA1200 (Intel 400 Series Chipset) 125W (BX8070110700K) (Renewed),3.9,10,,None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,7.09 x 6.3 x 3.94 inches,,,,,,
"Intel NUC NUC7i5BNH Mini PC/HTPC, Intel Dual-Core i5-7260U Upto 3.4GHz, 16GB DDR4, 512GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (16GB Ram + 512GB SSD)",4.3,8,"Intel NUC NUC7i5BNH Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i5-7260U 2.2GHz With Turbo Boost Upto 3.4GHz, 4MB Cache, 16GB DDR4 2133MHz, 512GB Solid State Drive SATA III (You Could Add A 2nd Drive), Intel Iris Plus Graphics 640, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.2 GHz core_i5,512 SSD,Intel Iris Plus Graphics 640,Windows 10 Pro,2.6 pounds,4.5 x 2 x 4.4 inches,Silver/Black,2,512 GB,,16 GB,Core i5
Intel Core i9-10900F Desktop Processor 10 Cores up to 5.2 GHz Without Processor Graphics LGA 1200 (Intel 400 Series chipset) 65W,4.7,337,"10 cores / 20 threads, Socket Type LGA 1200, Up to 5.2 GHz, Compatible with Intel 400 series chipset based motherboards, Intel Turbo Boost Max Technology 3.0 Support, Intel Optane Memory Support, Cooler Included",306.88,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.8 GHz core_i9,,,,11.2 ounces,4.6 x 4.2 x 3.2 inches,,10,,,,Core i9
Intel Core i3 i3-2100 3.10 GHz Processor - Socket H2 LGA-1155,4.8,5,,None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,2 pounds,,,,,,,Core i3
"Intel Core i7-5820K Desktop Processor (6-Cores, 3.3GHz, 15MB Cache, Hyper-Threading Technology)",4.6,642,"Core i7-5820K (3.3GHz up To 3.6GHz with Turbo Boost), 15 MB SmartCache, 68GB/s Max Memory Bandwidth, 6 Cores with 12 Threads, Thermal Design Power 140W, HyperTthreading with Turbo Boost Technology, Supports The latest VR Gaming Headsets",180.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i7,,,,4.8 ounces,5.5 x 5.5 x 2 inches,,6,,,,Core i7
Intel Core i7-10700K Desktop Processor 8 Cores up to 5.1 GHz Unlocked LGA1200 (Intel 400 Series Chipset) 125W (BX8070110700K),4.8,3761,"8 Cores / 16 Threads, Socket type LGA 1200, Up to 5.1 GHz unlocked, Compatible with Intel 400 series chipset based motherboards.Bus Speed: 8 GT/s, Intel Turbo Boost Max Technology 3.0 support, Intel Optane Memory support, Graphics Base Frequency: 350 MHz",279.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.8 GHz core_i7,,,,2.82 ounces,7.09 x 6.3 x 3.94 inches,,8,,,,Core i7
Intel Core i3-8350K Desktop Processor 4 Cores up to 4.0 GHz unlocked LGA 1151 300 Series 91W,4.6,2498,"4 Cores / 4 Threads, 4.00 GHz / 8 MB Cache, Compatible only with Motherboards based on Intel 300 Series Chipsets, Intel Optane Memory Supported, Intel UHD Graphics 630",185,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4 GHz core_i3,,,,0.16 ounces,4.57 x 1.73 x 3.98 inches,,1,,,,Core i3
