Title,Rating,Rating Number,Review,Price,Store,Categories,Processor,Hard Drive,Graphics Coprocessor,Operating System,Item Weight,Product Dimensions,Color,Number of Processors,Memory Storage Capacity,Screen Size,RAM Memory Installed Size,CPU Model
Intel Core i7-5930K Haswell-E 6-Core 3.5GHz LGA 2011-v3 140W Desktop Processor BX80648I75930K,4.3,163,"Core I7-5930K PROC FC-LGA12A, Supported memory: DDR4-2133, Turbo Boost Technology 2.0, Unlocked Processor, Intel Smart Cache: 15MB Cache",226.4,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.5 GHz core_i7,,,,4.8 ounces,4.5 x 4 x 3.2 inches,,6,,,,Core i7
Intel® Core™ i5-11600K Desktop Processor 6 Cores up to 4.9 GHz Unlocked LGA1200 (Intel® 500 Series & Select 400 Series Chipset) 125W,4.8,947,"Compatible with Intel 500 series & select Intel 400 series chipset based motherboards, Intel Optane Memory Support, PCIe Gen 4.0 Support, No thermal solution included",178.46,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.9 GHz apple_ci5,,,,0.1 ounces,4.57 x 1.73 x 3.98 inches,,6,,,,Intel Core i5
"Intel NUC 9 NUC9i5QNX 4-Core i5-9300H, 8GB RAM, 256GB SSD, 2 x Thunderbolt, WiFi 6, HDMI, Win 10 Pro Ghost Skull Canyon Extreme Gaming Box Elite Mini Tiny Business Desktop, 3-Year Warranty",4.2,47,"The Intel NUC 9 offers something exciting in the mini PC world, with a potent workstation crammed into one of the smallest desktop designs. The mini PC category is defined by small sizes, which is only 9.37 x 8.5 x 3.78“. The NUC 9 steps things up in a big way with Intel processing, Intel UHD 630 graphics and room for storage and expansion cards., 9th Generation Intel i5-9300H (Quad-core 8 threads, base clock speed 2.40 GHz, max turbo to 4.10 GHz, 8MB L3 Cache); 8GB DDR4 Memory; 256GB M.2 SSD, 2 x USB Type-C 3.1 Gen 2 Thunderbolt 3 (support 40Gbps data transfer and DisplayPort 1.2), 4x rear USB Type-A 3.1 Gen2, 2x front USB 3.1 Type-A 3.1 Gen2, 1 x HDMI 2.0a, 2 x RJ-45, 1 x 3.5 mm Headphone Output; Intel Wireless-AX200 Wi-Fi 6 + Bluetooth 5, Intel UHD 630 Integrated Graphics, support to expandable with 3 monitors via HDMI & Thunderbolt 3 Ports. Maximum supported resolution of 4096 x 2160@60Hz; Support to add external Mini dedicated graphics card, up to Geforce RTX 2070 Mini graphics card, video card limit length of 8 inches, Windows 10 Pro 64-bit, FREE upgrade to Windows 11 Pro available. Ideal for Work from Home, Zoom meeting, Online Meeting, Student, Home, Professionals, Small Business, and School Education; Ideal for gaming enthusiasts and ensure your most Gaming applications will run reliably on this Computer: League of Legends, DOTA, It take two, World of Warcraft and CS GO (Recommend to add a Mini dedicated graphics card for games)",499.99,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.4 GHz core_i5,256 GB SSD,UHD 630 Graphics,Windows 10 Pro,6 pounds,9.37 x 8.5 x 3.78 inches,Black,4,256 GB,,8 GB,Core i5
Intel NUC Mini PC Desktop Computer for Business Student Core i5-8259U (Beat i7-7500U) up to 3.8GHz_ 32GB DDR4 RAM_ 1TB PCIe SSD_ Bluetooth 5.0_ 4K Support_ Windows 10 Pro_ BROAGE Mouse Pad,2.3,2,"▌upgraded ▌ Seal is opened for upgrade ONLY. 1-years warraty on Upgraded RAM/SSD from BROAGE, and original 1-Year Manufacture warranty on remaining components., CPU: Intel Core Quad-core i5-8259U (Beat i7-7500U) up to 3.8GHz., RAM: 32GB DDR4; Hard Drive: 1TB PCIe SSD., Connectivity: Intel Gigabit LAN, 802.11ac WiFi, Bluetooth 5.0; Ports: 1 x HDMI 2.0a Port with 4K at 60 Hz, 4 x USB 3.1, 2 x USB 2.0, 1 x USB Type-C, 1 x RJ45, 1 x Dual-array microphones Jacks.",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i5,1 TB SSD,Intel Iris Plus Graphics,Windows 10 Professional,4 pounds,2.01 x 4.4 x 4.6 inches,,4,1 TB,0.01,32 GB,Core i5
Intel Core i3-2120 3.30GHz Socket 1155 Desktop Computer CPU Processor SR05Y,3.7,10,,27.85,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz pa_8200,,,,0.64 ounces,2.1 x 1 x 0.9 inches,,4,,,,PA-8200
"Intel Next Unit of Computing Kit with HDMI, Thunderbolt, Core i3-3217UDC3217BY",3.6,115,"DC3217BY Amazing flexibility and expandability in an ultra-compact powerhouse - What's more amazing is that such a small a device can offer so much power in a flexible, customizable package. Wirelessly stream to other devices in the home or office. Experience your movies, photos, and games smoothly and seamlessly. Effortlessly move between applications with smart multitasking delivered by Intel Hyper-Threading Technology. Dramatically increase data transfer rates and daisy-chain peripherals wit, Thunderbolt port supporting display port capability, HDMI Port supporting HDMI 1.4a standard, Supports Intel 64 architecture, UCFF Form factorSpecifications",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops",,,Radeon HD,,,4.59 x 4.41 x 1.54 inches; 2.45 Pounds,,,16 GB,,,Core i3
Intel Core i5 6500 3.20 GHz Quad Core Skylake Desktop Processor & Cooler Master - CPU Cooler with 120mm PWM Fan Bundle,5,1,,None,Intel,,,,,,,,,,,,,Core i5
Intel Core i5-3470 Quad-Core Processor 3.2 GHz 4 Core LGA 1155 - BX80637I53470 (Renewed),4.2,216,"INTEL, Operating system, other",17.99,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.2 GHz core_i5,1 TB,Intel HD Graphics,Other,14.7 ounces,17 x 5 x 5 inches,,4,,,,Core i5
"Intel Socket 1156/Intel H55/MATX Motherboard, Retail BOXDH55TC",4,44,"CPU: Socket 1156 Support Intel Core i7/i5/i3/Pentium Processor; Support Intel Turbo Boost and Hyper-Threading Technology Chipset: Intel H55 Express Chipset, Memory: 4x 240pin DDR3-1333/1066 DIMMs, Dual Channel, Capacity Upto 16GB Slots: 1x PCI-Express 2.0 x16 Slots; 2x PCI-Express x1 Slot; 1x PCI Slot, SATA: 6x SATA2 Ports Audio: Realtek ALC888S 8 Channel High Definition Audio CODEC, LAN: Intel 82578DC Gigabit Ethernet Controller, Ports: 12x USB 2.0 Ports (6 rear, 6 on board); 1x PS/2 Port; 1x VGA Port; 1x DVI Port; 1x HDMI Port; 1x RJ45 LAN Port; Audio I/O JacksRoHS Compliant",119,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",,,,,2.15 pounds,9.6 x 9.6 x 2.8 inches,,,16 GB,,,Core i7
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",4.7,2987,"Intel Rapid Storage Technology, Processor with Unlocked Clock Multiplier, Quick Sync Video enabling faster video conversion, Socket Type FCLGA1150",213,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.41 x 3.11 x 4.61 inches,,,,,,Core i7
Intel Core i7-4800MQ 2.70GHz Processor 2.7 4 NA BX80647I74800MQ (Certified Refurbished),5,1,"Clear Video HD Technology, Extended Memory 64 Technology, Anti-Theft Technology, Thermal Monitoring Technology, InTru 3D Technology",None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,4 ounces,5.6 x 4.8 x 1.9 inches,,,,,,Core i7
Intel Core i9-10980XE Desktop Processor 18 Cores 36 thread up to 4.8GHz Unlocked LGA2066 X299 Series 165W,3,76,"Up to 4. 8 GHz unlocked, Discrete graphics required, Compatible with Intel x299 Chipset based motherboards, Supports Intel Optane Memory, Cascade Lake, CLX, 10th, Generation, Desktop, CPU, Ci9, Core, 165W, i9-10980XE, enthusiast, creator, Content Creation, LGA, 2066, 200 series, X299, X299-Made To Create, 14C, 24T",923,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3 GHz core_i9,,,,3.52 ounces,,,12,,,,Core i9
Intel Core i5-9600K Desktop Processor 6 Cores up to 4.6 GHz Turbo Unlocked LGA1151 300 Series 95W with IC Graphite Thermal Pad 30 X 30mm,4.6,3,"Intel Core i5-9600K 6 Cores up to 4.6 GHz Turbo Unlocked LGA1151 Desktop Processor BX80684I59600K, IC Graphite Thermal Pad – Preliminary",None,AAAwave,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,
Intel Core i9-9900K Coffee Lake 3.6GHz 16MB Smart Cache CPU Desktop Processor Boxed (Renewed),1,1,,None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,4.33 x 1.57 x 3.54 inches,,,,,,
Intel 3.70 GHz Core i3-6100 3M Cache Processor (BX80662I36100),4.6,1485,"Dual-Core with Hyper-Threading Technology. Processor Base Frequency: 3.70 GHz. Cache: 3 MB SmartCache. Bus Speed: 8 GT/s DMI3. TDP: 51 W., Intel HD Graphics 530 with 4k support (at 60 hz), DDR4/DDR3L memory supported, Socket FCLGA-1151. Memory Types :DDR4-1866/2133, DDR3L-1333/1600 at 1.35V, Instruction Set Extensions: SSE4.1/4.2, AVX, AVX2, AES, VT-x, VT-d, Secure Key. Please Note: Kindly refer the Specification Sheet which contains the list of compatible boards before use.",100,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.7 GHz core_i3,,,,1.06 ounces,4.6 x 4.4 x 3.1 inches,,2,,,,Core i3
Intel Boxed Core I7-6700 FC-LGA14C 3.40 GHz 8 M Processor Cache 4 LGA 1151 BX80662I76700,4.5,644,"LGA 1151, DDR4 & DDR3L Support, Display Resolution up to 4096x2304, Intel Turbo Boost Technology. Memory Types : DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V, Compatible with Intel 100 Series Chipset Motherboards",233,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i7,,,,3.2 ounces,4.48 x 4 x 3.19 inches,,4,,,,Core i7
"Intel 2023 Newest NUC 12 Pro Kit NUC12WSKi70Z Mini Desktop Computer, 12th Gen 12-Core i7-1260P, 16GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth, Windows 10 Pro, BROAG 64GB Flash Drive",4.2,13,"CPU: 12th Gen Intel Core i7-1260P 3.40GHz Processor (up to 4.7 GHz, 18MB Cache, 12 Cores, 16 Threads, 8 Efficient-cores), Intel Iris Xe Graphics allow for incredible visual quality, faster graphic performance and flexible display options without the need for a separate graphics card., 16GB DDR4 RAM, 1TB PCIe SSD, Connectivity: Front: 2x USB 3.2; Rear: 1x USB 3.2, 1x USB 2.0; Internal: 1x USB 3.2 on m.2 22x42 (pins), 2x USB 2.0 (headers); Front panel: 3.5mm headphone/mic jack; 2x HDMI 2.1 TMDS Compatible; Intel Ethernet Controller i225-V; Intel Wi-Fi 6E AX211(Gig+) and Bluetooth, Windows 10 Professional. Bundled with 3 In 1 Design Stylus (Stylus Pen + Ballpoint Pen + USB 3.0 64GB Flash Drive).",739,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.4 GHz apple_ci7,1 TB SSD,Intel Iris Xe Graphics,Windows 10 Pro,3 pounds,4.6 x 4.4 x 2.1 inches,,12,,,16 GB,Intel Core i7
Intel Core i5-2400 3.10 GHz Quad-Core Processor (Renewed),4.3,63,"A new level of intelligent performanceDo more at onceSpeedy content creationGet your game on, Package Dimensions, 4.57 L x 3.23 H x 4.25 W (inches)",21.88,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i5,,,,3.2 ounces,3.94 x 3.94 x 2.36 inches,,4,,,,Core i5
Intel Core i7-9700 Desktop Processor 8 Cores up to 4.7 GHz LGA1151 300 Series 65W,4.7,1089,"8 Cores /8 Threads, Up to 4.7 GHz. Scalability- 1S Only, Compatible with Intel 300 Series chipset based motherboards, Bios update may be required for motherboard compatibility, Supports Intel Optane Memory",353.89,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3 GHz core_i7,,,,8.5 ounces,4.57 x 2.76 x 3.98 inches,,8,,,,Core i7
"Intel NUC NUC7i5BNK Mini PC/HTPC, Intel Dual-Core i5-7260U Upto 3.4GHz, 8GB DDR4, 512GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (8GB Ram + 512GB SSD)",5,7,"Intel NUC NUC7i5BNK Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i5-7260U 2.2GHz With Turbo Boost Upto 3.4GHz, 4MB Cache, 8GB DDR4 2133MHz, 512GB Solid State Drive m.2 SATA, Intel Iris Plus Graphics 640, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.2 GHz core_i5,512 GB SSD,Intel Iris Plus Graphics 640,Windows 10 Pro,2 pounds,4.5 x 1.4 x 4.4 inches,Silver/Black,2,512 GB,,8 GB,Core i5
Intel Core I7 Quad Core Processor I7-3770 3.4ghz 8mb Smart Cache Tdp 77w SR0PK (Renewed),4.4,16,"Guaranteed Dell Genuine, Manufacturer: Intel, Part Number: SR0PK, CPU FREQUENCY: 3.4GHZ, Includes: Processor Only",62.5,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i7,,,,1.13 ounces,,,4,,,,Core i7
"Intel NUC Desktop/HTPC 6th Generation Intel Dual-Core i3 2.3GHz, 8GB DDR4, 240GB SSD, WiFi, Bluetooth, 4K Capable, Dual Monitor Capable, Windows 10 Professional 64Bit",3.5,5,"Intel NUC PC 6th generation (Skylake) i3-6100U Dual-Core 2.3GHz (3 MB Cache), 8GB DDR4, 240GB Solid State Drive Sata III(And you can still add a mSata drive), Intel HD Graphics 520 with 4K Display Capabilities Provides Brilliant Resolution For Gaming and Home Theaters, 802.11ac Wi-Fi, Bluetooth 4.1, 10/100/1000Mbps, HDMI Port Plus Mini DisplayPort Making It Easy To Hook Up To Your Tv, Windows 10 Professional 64Bit, 4X USB 3.0, 2X USB 2.0",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i3_6100u,240 GB Other features:Includes SDXC card slot,Intel HD Graphics 520,Windows 10 Pro,2.6 pounds,4.5 x 1.9 x 4.4 inches,Black/Silver,2,240 GB,,8 GB,Core i3 6100U
Intel Core i7-640M SLBTN 2.8GHz 4MB Dual-core Mobile CPU Processor Socket G1 988-pin,4.3,24,"Base clock is 2800 MHz and Turbo is 3467 MHz, Bus speed: 2.5 GT/s DMI, Clock multiplier: 21, Socket G1, 2 cores, 4 threads, L2 cache: 2 x 256 KB , L3 cache: 4MB, Thermal Design Power: 35 Watt, Warranty:3 month",139.17,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.41 ounces,,,,,,,Core i7
Intel® Core™ i7-10700F Desktop Processor 8 Cores up to 4.8 GHz Without Processor Graphics LGA1200 (Intel® 400 Series chipset) 65W,4.7,569,"8 Cores / 16 Threads, Socket Type LGA 1200, Up to 4. 8 GHz, Compatible with Intel 400 series chipset based motherboards, Intel Turbo Boost Max Technology 3. 0 Support, Intel Optane Memory Support, Cooler Included",189.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.9 GHz core_i7,,,,11.3 ounces,4.7 x 4.1 x 2.9 inches,,8,,,,Core i7
"Intel NUC NUC7i7BNH Mini PC/HTPC, Intel Dual-Core i7-7567U Upto 4.0GHz, 32GB DDR4, 256GB SSD Plus 1TB HDD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Windows 10 Pro (32GB Ram + 256GB SSD + 1TB HDD)",5,2,"Intel NUC NUC7i7BNH Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i7-7567U 3.5GHz With Turbo Boost Upto 4.0GHz, 4MB Cache, 32GB DDR4 2133MHz, 256GB Solid State Drive SATA III Plus 1TB HDD, Intel Iris Plus Graphics 650, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.5 GHz core_i7,256 GB SSD,Intel Integrated Graphics,Windows 10 Pro,2.6 pounds,4.5 x 2 x 4.4 inches,Silver/Black,2,,,32 GB,Core i7
Intel® Core™ i5-11400F Desktop Processor 6 Cores up to 4.4 GHz LGA1200 (Intel® 500 Series & Select 400 Series Chipset) 65W,4.8,974,"Compatible with Intel 500 series & select Intel 400 series chipset based motherboards, Intel Optane Memory Support, PCIe Gen 4.0 Support, Thermal solution included",132.11,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.6 GHz apple_ci5,,,,10.2 ounces,4.57 x 2.76 x 3.98 inches,,6,,,,Intel Core i5
"Intel Boxed Core i7-6850K Processor (15M Cache, up to 3.80 GHz) FC-LGA14A 3.6 6 BX80671I76850K",4.4,228,"6 Core/12 Thread, LGA 2011-v3, 4 Channels DDR4 2400; one DIMM per Channel, 140W Tdp, Up to 40 Lanes PCIe 3.0 (2x16+1x8)",130,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i7,,,,3.52 ounces,4.48 x 4.01 x 3.19 inches,gray,6,,,,Core i7
Intel I5-4440 Processor BX80646I54440,4.2,175,"22nm Lithography with 4 cores/ 4 threads, and clock speed at 3.1 GHz, max turbo up to 3.3 GHz, 6MB cache, Support up to 32GB memory size(DDR3-1333/1600), Intel HD Graphics 4600 with Intel Quick Sync Video, Intel InTru 3D Technology, Intel Insider, Intel Wireless Display, and Intel Clear Video HD Technology, Socket Supported: FCLGA1150",100,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i5,,,,6.3 ounces,9.5 x 5.6 x 6 inches,,4,,,,Core i5
Intel Core i3 Processor 3.8 2 NA BX80646I34370,4.2,48,"Intel Hyper-Threading technology, Intel smart cache, Intel HD graphics, Core I3-4370 Processor 3.80G, Supported memory: DDR3-1333, DDR3-1600, Hyper-Threading Technology",60,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,13.7 ounces,4.49 x 3.19 x 4.01 inches,,,,,,Core i3
Intel Core i3-2370M SR0DP PGA 988B G2 Mobile CPU Processor 2.4Ghz 3MB 5GT/s,3.9,5,"Intel, 2.4Ghz, 3MB, PGA 988B / Socket G2",36.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,3.19 ounces,2.5 x 2.5 x 0.2 inches,,,,,,Core i3
Intel Core i5-3450 Quad-Core Processor 3.1 GHz 6 MB Cache LGA 1155 - BX80637I53450,4.4,56,"Model: Intel Core i5 Processor i5-3450, Clock Speed: 3.1 GHz, Max Turbo Frequency: 3.5 GHz, Intel Smart Cache:?6 MB, Lithography:?22 nm, This Processor is a Quad Core Processor",245.33,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i5,,,,12.8 ounces,5 x 5.7 x 3.2 inches,,4,,,,Core i5
"Intel Core i3-13100F Desktop Processor 4 cores (4 P-cores + 0 E-cores) 12MB Cache, up to 4.5 GHz",4.5,26,"4 cores (4 P-cores + 0 E-cores) and 8 threads, Performance hybrid architecture integrates two core microarchitectures, prioritizing and distributing workloads to optimize performance, Up to 4.5 GHz. 12M Cache, Compatible with Intel 600 series and 700 series chipset-based motherboards, Turbo Boost Max Technology 3.0, and PCIe 5.0 & 4.0 support. Intel Optane Memory support. Intel Laminar RH1 Cooler included. Discrete graphics required",119.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4.5 core_i3,,,,1 pounds,5 x 4.3 x 3.1 inches,,1,,,,Core i3
Intel Core i5-2450P Quad-Core Processor 3.2 GHz 6 MB Cache LGA 1155 - BX80623I52450P,5,1,"3.20 GHz, 32nm, 6 MB L3 Cache, Intel Turbo Boost Technology 2.0, LGA-1155 package, Without Graphics",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.2 GHz core_i5,,,,4.8 ounces,4.3 x 4.6 x 3.3 inches,,4,,,,Core i5
INTEL CORE I5-2500S 2.7GHZ-3.7GHZ 6MB 65W LGA1155 Quad CORE CPU Processor SR009,4.4,15,,13.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.41 ounces,4.75 x 4.75 x 2.5 inches,,,,,,Core i5
Intel Core i5-3570 SR0T7 Socket H2 LGA1155 Desktop CPU Processor 6MB 3.4GHz 5GT/s (Renewed),4.1,35,"Processor_Core - Quad-core 4 Core, 64-bit_Processing - Yes, Processor_Manufacturer - Intel, Direct_Media_Interface - 5 GT/s",44,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i5,,,,1.44 ounces,3.75 x 4.25 x 3 inches,,64,,,,Core i5
Intel BX80677I37320 7th Gen Core Desktop Processors,4,11,"Socket LGA 1151, Intel 200/1001 Series Chipset Compatibility (1. Excludes Intel Octane Technology support), Intel HD Graphics 630",75,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",4.1 GHz core_i3,,,,11.9 ounces,14.48 x 5.07 x 4.92 inches,,2,,,,Core i3
Intel BX80605I5750 Core i5 I5-750 Desktop Processor,4.4,35,"Quad Core, Enhanced Intel Speedstep Technology, Intel EM64T 1, Intel Virtualization Technology, Enhanced Halt State (C1E)",398,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,13.7 ounces,6.61 x 0.67 x 2.72 inches,,,,,,Core i5
"Intel Core i3-3220 Processor (3M Cache, 3.30 GHz) BX80637i33220",4.1,406,"Process Type: Intel Core i3 Processor i3-3220, Core Count: 2, Clock Speed: 3.3 GHz, Intel Smart Cache: 3 MB, Max Memory Bandwidth: 25.6 GB/s, Socket: LGA1155",80,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i3,,,,13 ounces,9.5 x 5.5 x 5.75 inches,,2,,,,Core i3
Intel Core i5-3570K Quad-Core Processor 3.4 GHz 4 Core LGA 1155 - BX80637I53570K,4.6,794,"Model: Intel Core i5 Processor i5-3570K, Clock Speed: 3.4 GHz, DMI: 5 GT/s, Intel Smart Cache: 6 MB, Lithography: 22 nm",100,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i5,,,,14.7 ounces,5 x 5.7 x 3.2 inches,,4,,,,Core i5
Intel Core i5 (11th Gen) i5-11600K Hexa-core (6 Core) 3.90 GHz Processor - Retail Pack,4.8,999,"Intel® Core® i5 3.90 GHz processor offers hyper-threading architecture that delivers high performance for demanding applications with improved onboard graphics and turbo boost, The processor features Socket LGA-1200 socket for installation on the PCB, Its 12 MB of L3 cache is good enough to carry routine data and process them in a flash giving you fast and smooth performance, 14 nm design offers great efficiency for computing, delivers nimble processing with balanced cost, performance, and power, Built-in Intel UHD Graphics 750 controller for great graphics and visual quality",196.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3 core_i5,,,,2.12 ounces,1.5 x 1.5 x 0.5 inches,,1,,,,Core i5
"Intel NUC Desktop/HTPC 5th Generation Dual-Core i3 2.10GHz, 8GB Ram, 120GB SSD, WiFi, Bluetooth, 4K Support, Dual Monitor Capable, Windows 10 Professional 64Bit",2.8,2,"Intel NUC Desktop/HTPC With All New Parts, Intel Dual-Core i3 2.10GHz, Crucial 8GB DDR3L PC3-12800, 120GB SSD SATA III (Plus you could add a 2nd hard drive), HD Graphics 5500, Wifi, Bluetooth 4.0, Gigabit Ethernet, 4K Support, Dual Monitor Capable, 2x USB 3.0 (1 x charging capable), 2x Internal USB 2.0 via header, 2x USB 3.0, 1x Mini-HDMI, 1x Mini-DisplayPort, Windows 10 Professional 64Bit",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.1 GHz core_i3_5010u,120 GB SSD,Intel Integrated Graphics,Windows 10 Pro,2.5 pounds,4.5 x 1.9 x 4.4 inches,"silver, Black/Silver",2,,,,
Intel Core i7-4790 Haswell Processor 3.6GHz 8MB LGA 1150 CPU; OEM (Renewed),4.2,95,"MPN, INT#CM8064601560113",93,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i7,,,,3.2 ounces,,,4,,,,Core i7
"Intel NUC NUC8i3BEK Mini PC/HTPC, i3 NUC Slim with Kingston 8GB DDR4 Ram, 512GB SSD, Intel Core i3-8210U 3.0GHz, Windows 10 Home, Bluetooth, WiFi, 4k Support (8GB Ram + 512GB SSD)",5,1,"Our store is selling Intel NUC11 i5, i7, NUC10 i5, i7, NUC8, Barebone and with various sizes of RAM or SSD. If you need to know more, please click on our Store Name:""GEEK + Computer Mall"" --------- ""Products""., 【Intel NUC8 i3 Slim Mini PC】 Intel NUC NUC8i3BEK Mini PC/HTPC With All New Parts Assembled. 【Quad Core Processor】 8th Gen Intel Dual-Core i3-8210U 2.3GHz, 【Storage Expansion Options】 Kingston 8GB RAM, 512GB Solid State Drive (SSD), 【Operating System】Windows 10 Home 64Bit, 【Small But Powerful】Intel Iris Plus Graphics 655, Wifi, Bluetooth 5. 0, Thunderbolt 3, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, HDMI, USB.",None,GEEK+,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i3,512 GB SSD,Intel Iris Plus Graphics 655,Windows 10 Home,2.5 pounds,4.5 x 4.5 x 1.5 inches,Black,4,512 GB,4.41 Inches,8 GB,Core i3
"Intel NUC11 NUC11PAHi7 Canyon Mini PC Desktop Kit, Barebone,Intel NUC Corei7-1165G7 Processor,28W Intel Iris Xe Graphics,WiFi6,5.2 Bluetooth,Thunderbolt 3 (No RAM+SSD+OS) Add't Components Needed",3.9,5,"【Upgraded Processor】This Intel NUC NUC11PAHi7 configuration is our STANDARD Mini PC Barebone version, which not includes RAM+SSD. Featuring a Intel NUC Core i7-1165G7 Processor., 【Extensive Connectivity Specifications】Access the power of the 11th generation Intel NUC Core i7-1165G7 4-Core dual channel DDR4-3200 SODIMMs. M.2 22x80 key M slot, PCIe x4 Gen4 NVMe or SATA3 SSDs, 【Powerful New Graphic 】4Core 8Thread 12MB Cache, 28W Intel Iris Xe Graphics, up to 1.3 GHz, 96 EU units, 【Rich Interfaces and Complete Functions】1x front, 2x rear USB 3.1 Gen2 ports, USB 3.1, USB 2.0 ports via internal headers,SDXC slot with UHS-II support,Up to 7.1 multichannel digital audio via HDMI, DisplayPort, or Thunderbolt 4 signals,3.5mm front stereo headset jack,Beam-forming, far-field, quad-mic array, with Alexa support,Front Consumer Infrared port., 【AFTER-SALE WARRANTY】 Three-year warranty for upgraded RAM / SSD, OS from Miniso. Three-year original warranty for remaining components from Intel. For more information please visit Intel official website.",None,Geekplus,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.8 GHz intel_core_i7_1165g7,SSD,,None Windows 10 Pro,3.1 pounds,,,4,64 GB,,,Intel Core i7-1165G7
